,district,address,room_count,area,floors,house_type,price,latitude,longitude,quadrant,price_psqm
3048,centrs,Vidus 5,2,54.0,6/6,Jaun.,950.0,56.96145765,24.10145443684153,1039.0,17.59259259259259
3049,centrs,Tallinas 92,2,50.0,5/6,P. kara,450.0,56.956046,24.149033189306483,986.0,9.0
3064,Ziepniekkalns,Zaļenieku 21/2,2,55.0,1/3,Specpr.,700.0,56.9086667,24.0962377,345.0,12.727272727272727
3071,Vecmīlgrāvis,Rinkas 1,2,54.0,2/5,LT proj.,225.0,57.0308167,24.099167650000005,1921.0,4.166666666666667
3075,Teika,Ropažu 21,2,50.0,1/5,602.,295.0,56.9773105,24.17357363370525,1243.0,5.9
3080,Sarkandaugava,Ceļinieku 14,1,20.0,1/5,P. kara,180.0,56.996611900000005,24.128142960062604,1486.0,9.0
3091,centrs,Alberta 1,5,153.0,3/6,Renov.,1750.0,56.9585574,24.1113257,978.0,11.437908496732026
3095,Purvciems,Dzelzavas 74,2,49.0,4/11,Jaun.,460.0,56.9559625,24.1924765,995.0,9.387755102040817
3100,Čiekurkalns,Čiekurkalna 1. l. 14,2,46.0,3/4,Renov.,290.0,56.9834242,24.1592013,1303.0,6.304347826086956
3124,Vecrīga,Smilšu 2,Citi,233.0,5/6,P. kara,1398.0,56.950214,24.1057545,851.0,6.0
3165,Mežaparks,Ščecinas 9,6,120.0,2/2,Renov.,1650.0,56.9997326,24.15884341231609,1492.0,13.75
3185,Daugavgrīva,Birzes 42,1,34.0,2/4,104.,250.0,57.0364431,24.02766582829784,1970.0,7.352941176470588
3194,centrs,Blaumaņa 14,2,33.0,2/4,P. kara,300.0,56.95413665,24.122899818090715,918.0,9.090909090909092
3204,Purvciems,Pūces 45,2,58.0,1/6,Jaun.,650.0,56.9527733,24.190820384773847,931.0,11.206896551724139
3207,centrs,Antonijas 17A,2,62.0,4/6,Jaun.,1000.0,56.9600615,24.11173708615137,978.0,16.129032258064516
3216,centrs,13. janvāra 21,3,90.0,5/7,Jaun.,950.0,56.9464265,24.1158314,853.0,10.555555555555555
3222,Imanta,Progresa 3,1,37.0,2/5,Jaun.,400.0,56.95371555,24.032454954234392,900.0,10.81081081081081
3226,Teika,Ropažu 101,2,40.0,2/2,P. kara,520.0,56.9833368,24.19635625,1310.0,13.0
3227,Pļavnieki,Kaudzīšu 3,1,41.0,7/9,M. ģim.,210.0,56.94110005,24.19782741287931,807.0,5.121951219512195
3228,centrs,Matīsa 32,1,33.0,6/6,P. kara,120.0,56.9561944,24.1348781,983.0,3.6363636363636362
3236,Purvciems,Andromedas g. 5b,1,38.0,2/5,M. ģim.,250.0,56.9604406,24.1986457,996.0,6.578947368421052
3262,centrs,Dzirnavu 84,4,120.0,2/6,Renov.,350.0,56.9510632,24.1231178,918.0,2.9166666666666665
3278,centrs,Stabu 49,2,52.0,5/6,P. kara,500.0,56.9548643,24.131885879642866,919.0,9.615384615384615
3285,Āgenskalns,Kristapa 8,1,18.0,3/4,Hrušč.,265.0,56.9428655,24.060963208642875,779.0,14.722222222222221
3329,centrs,Citadeles 6,3,105.0,3/4,Jaun.,2200.0,56.9541423,24.101194963361763,913.0,20.952380952380953
3348,centrs,Strēlnieku 4B,2,37.0,5/6,Jaun.,620.0,56.9606608,24.110619826673936,1041.0,16.756756756756758
3373,Šampēteris-Pleskodāle,Stendes 2,2,55.0,4/5,103.,300.0,56.9397069,24.0349581,711.0,5.454545454545454
3391,centrs,Skolas 14,4,144.0,2/6,Renov.,1100.0,56.957614,24.1186586,980.0,7.638888888888889
3412,Ziepniekkalns,Līvciema 55,2,52.0,8/9,602.,320.0,56.901592050000005,24.10165597233661,283.0,6.153846153846154
3416,Pļavnieki,Ilūkstes 71,1,50.0,1/2,Priv. m.,300.0,56.94233745,24.194482843324582,806.0,6.0
3418,Ķengarags,Aglonas 31,2,42.0,4/5,Hrušč.,260.0,56.9127093,24.184851050467408,426.0,6.190476190476191
3424,centrs,Valdemāra 39,2,73.0,3/5,P. kara,700.0,56.9585942,24.1172511,979.0,9.58904109589041
3436,centrs,Antonijas 14,1,22.0,1/2,P. kara,350.0,56.9589897,24.1129804,979.0,15.909090909090908
3445,centrs,Stabu 11,1,21.0,2/6,Specpr.,370.0,56.9592921,24.123064174166664,981.0,17.61904761904762
3448,Ziepniekkalns,Ozolciema 12,3,78.0,2/9,119.,450.0,56.9003355,24.085037596953825,217.0,5.769230769230769
3459,Sarkandaugava,Hāpsalas 15,2,52.0,5/8,Specpr.,300.0,57.0021136,24.1212483,1547.0,5.769230769230769
3465,centrs,Dzirnavu 4,1,20.0,4/4,P. kara,195.0,56.96132465,24.10730279235888,1041.0,9.75
3470,centrs,Dzirnavu 70,3,85.0,4/5,Renov.,700.0,56.95262605,24.121847756445337,917.0,8.235294117647058
3493,Čiekurkalns,Čiekurkalna 1. l. 28,2,57.0,3/3,P. kara,280.0,56.9831035,24.175662,1306.0,4.912280701754386
3518,centrs,Elizabetes 89,2,37.0,3/5,Renov.,550.0,56.94906395,24.123003598896887,855.0,14.864864864864865
3523,centrs,Lāčplēša 7,3,78.0,5/6,Renov.,1300.0,56.957715,24.11911095410065,980.0,16.666666666666668
3527,Ķengarags,Prūšu 01,2,48.0,1/1,Priv. m.,380.0,56.9149239,24.1753703,424.0,7.916666666666667
3530,Zolitūde,Lejiņa 5,3,74.0,7/9,119.,550.0,56.94751955,24.01644599942292,833.0,7.4324324324324325
3542,centrs,Elizabetes 63,3,146.0,5/5,Renov.,1650.0,56.9531617,24.119692,917.0,11.301369863013699
3557,Purvciems,Stirnu 40B,1,35.0,3/6,Jaun.,410.0,56.9618665,24.192625,1058.0,11.714285714285714
3561,Purvciems,Stirnu 40B,2,49.0,2/6,Jaun.,510.0,56.9618665,24.192625,1058.0,10.408163265306122
3563,Purvciems,Viršu 6,1,45.0,4/12,104.,210.0,56.95210285,24.180505912186508,929.0,4.666666666666667
3570,Mežciems,Hipokrāta 47,3,64.0,2/9,602.,280.0,56.9613939,24.235635409072685,1066.0,4.375
3578,Vecmīlgrāvis,Skuju 29,2,46.0,1/4,Staļina,360.0,57.03518385,24.10842645827041,1923.0,7.826086956521739
3601,Čiekurkalns,Rusova 2b,2,50.0,1/3,Hrušč.,350.0,56.9888176,24.166363702250003,1367.0,7.0
3606,Āgenskalns,Daugavgrīvas 31,1,28.0,2/3,Renov.,300.0,56.9441285,24.0836451,784.0,10.714285714285714
3609,Āgenskalns,Kuģu 13,2,51.0,2/6,Renov.,1000.0,56.9427342,24.096131012777235,786.0,19.607843137254903
3635,Āgenskalns,Mārupes 51,1,31.0,4/4,Specpr.,220.0,56.9278294,24.07532144775641,593.0,7.096774193548387
3657,centrs,Dzirnavu 6a,3,77.0,2/5,Renov.,800.0,56.96107865,24.107041157276385,1040.0,10.38961038961039
3666,centrs,Merķeļa 6,1,38.0,2/5,P. kara,270.0,56.94917545,24.11956578782663,854.0,7.105263157894737
3668,Āgenskalns,Raņķa d. 34,3,84.0,9/23,Jaun.,1150.0,56.9450949,24.0837011,784.0,13.69047619047619
3669,Ķengarags,Maskavas 273/3,1,30.0,5/5,Hrušč.,300.0,56.8997798,24.2039578,241.0,10.0
3674,Ziepniekkalns,Ziepju 1,1,20.0,1/2,Renov.,220.0,56.9150944,24.10701384732254,410.0,11.0
3690,Torņakalns,Mūkusalas 29,2,39.0,3/4,Jaun.,550.0,56.9371274,24.1018274,724.0,14.102564102564102
3711,Teika,Āraišu 1,2,58.0,2/3,Priv. m.,495.0,56.9752258,24.1822031,1181.0,8.53448275862069
3713,Vecrīga,Vāgnera 8,4,76.0,2/5,P. kara,990.0,56.9489106,24.1109949,852.0,13.026315789473685
3720,Ziepniekkalns,Irbenes 14,1,38.0,5/5,104.,250.0,56.91262,24.0953657,408.0,6.578947368421052
3734,Bolderāja,Tekstilnieku 20,1,20.0,2/3,Renov.,100.0,57.0307978,24.0421227,1909.0,5.0
3737,centrs,Brīvības 159a,2,49.0,4/6,P. kara,380.0,56.9537963,24.117328,917.0,7.755102040816326
3751,centrs,Merķeļa 17,2,49.0,2/5,Staļina,650.0,56.9510849,24.1151446,916.0,13.26530612244898
3754,centrs,Bruņinieku 4,1,24.0,3/7,P. kara,360.0,56.9615592,24.12452338944088,1044.0,15.0
3756,centrs,Bruņinieku 81,2,38.0,5/5,P. kara,220.0,56.961172,24.1229335,1044.0,5.7894736842105265
3760,Āgenskalns,Kokles 12B,1,20.0,2/4,Renov.,350.0,56.9340672,24.080851991354976,657.0,17.5
3776,centrs,Valdemāra 39,2,49.0,2/5,P. kara,450.0,56.9585942,24.1172511,979.0,9.183673469387756
3783,Aplokciems,Briežu 7,1,27.0,1/6,Jaun.,370.0,57.02216595,24.137799604973225,1803.0,13.703703703703704
3795,Purvciems,Dzelzavas 25,3,60.0,4/9,602.,350.0,56.95966275,24.178497635441097,992.0,5.833333333333333
3810,Ziepniekkalns,Ozolciema 12/3,3,77.0,5/10,119.,500.0,56.8983868,24.0861138,217.0,6.4935064935064934
3813,Āgenskalns,Slokas 32,5,135.0,3/3,P. kara,1200.0,56.9496924,24.0717572338069,844.0,8.88888888888889
3816,Purvciems,Dudajeva g. 9,2,50.0,4/5,LT proj.,260.0,56.9575254,24.1942844,995.0,5.2
3823,Sarkandaugava,Hāpsalas 12,2,44.0,3/3,Renov.,280.0,57.0001777,24.1220278,1484.0,6.363636363636363
3836,Čiekurkalns,Rusova 32,1,38.0,3/5,M. ģim.,260.0,56.9864602,24.17476927500538,1369.0,6.842105263157895
3840,centrs,Stabu 105,2,55.0,2/7,Renov.,420.0,56.9599606,24.1209763,980.0,7.636363636363637
3841,centrs,Valdemāra 97,2,60.0,4/5,P. kara,420.0,56.9643707,24.126725444664714,1044.0,7.0
3848,centrs,Brīvības 218d,1,25.0,2/2,P. kara,250.0,56.9537963,24.117328,917.0,10.0
3849,Ziepniekkalns,Ozolciema 28,1,36.0,7/9,602.,385.0,56.8993514,24.096424848169868,219.0,10.694444444444445
3850,Āgenskalns,Kokles 12B,1,29.0,1/4,Renov.,300.0,56.9340672,24.080851991354976,657.0,10.344827586206897
3851,Pļavnieki,Tīnūžu 1A,2,42.0,2/5,Jaun.,450.0,56.9347675,24.2069555,682.0,10.714285714285714
3868,centrs,Eksporta 10,2,53.0,1/5,Staļina,400.0,56.9593516,24.0983542,976.0,7.547169811320755
3870,centrs,Miķeļa 1,4,94.0,2/5,Specpr.,750.0,56.95596325,24.1001553,976.0,7.9787234042553195
3873,centrs,Tallinas 92a,2,42.0,1/6,Renov.,450.0,56.9558628,24.1487193,986.0,10.714285714285714
3874,Vecmīlgrāvis,Rinkas 7,3,64.0,1/9,602.,270.0,57.03312625,24.102231172196724,1921.0,4.21875
3894,centrs,Rūpniecības 27,3,69.0,4/7,Jaun.,1100.0,56.9663415,24.10326172386397,1103.0,15.942028985507246
3899,Jugla,Juglas 1,1,31.0,3/5,LT proj.,360.0,56.9639938,24.2794782,,11.612903225806452
3900,centrs,Rūpniecības 27,2,56.0,6/6,Jaun.,950.0,56.9663415,24.10326172386397,1103.0,16.964285714285715
3907,Jugla,Veldres 11,3,58.0,3/5,LT proj.,380.0,56.97476385,24.24616667509968,1194.0,6.551724137931035
3908,centrs,Bruņinieku 117,2,58.0,1/1,Renov.,800.0,56.961172,24.1229335,1044.0,13.793103448275861
3911,centrs,Baznīcas 13,3,77.0,2/5,P. kara,590.0,56.956462,24.1187486,980.0,7.662337662337662
3917,centrs,Ausekļa 11,3,80.0,4/6,Renov.,700.0,56.9617633,24.099890644297435,1039.0,8.75
3932,centrs,Elizabetes 103,1,17.0,3/5,P. kara,120.0,56.9472539,24.1233062,855.0,7.0588235294117645
3933,centrs,Birznieka-Upīša 27,4,110.0,2/6,P. kara,890.0,56.9487525,24.1248249,855.0,8.090909090909092
3945,Bieriņi,Codes 24,1,25.0,1/1,Priv. m.,300.0,56.9157669,24.067626593447365,466.0,12.0
3946,centrs,Brīvības 39a,4,93.0,6/6,Renov.,1250.0,56.9561872,24.1202235,980.0,13.440860215053764
3955,centrs,Skolas 34,Citi,189.0,5/6,Specpr.,900.0,56.9598583,24.12267499707032,981.0,4.761904761904762
3967,Pļavnieki,Zemes 15,2,50.0,7/9,602.,400.0,56.942374,24.201968937122075,807.0,8.0
3971,centrs,Valdemāra 49,4,85.0,2/3,Renov.,900.0,56.9592997,24.1184875,980.0,10.588235294117647
3981,Teika,Ropažu 45,2,47.0,4/5,Hrušč.,250.0,56.97969115,24.1787647,1244.0,5.319148936170213
3982,Šampēteris-Pleskodāle,Lielirbes 11,2,68.0,4/24,Jaun.,460.0,56.9348241,24.0428561,650.0,6.764705882352941
3983,centrs,Skolas 36A,2,53.0,3/4,P. kara,750.0,56.96007135,24.123345016522656,981.0,14.150943396226415
4003,Purvciems,Dzelzavas 76,2,50.0,7/9,602.,280.0,56.9550112,24.1985621,933.0,5.6
4004,Jugla,Veldres 1,2,45.0,4/5,LT proj.,300.0,56.97893865,24.24650535178751,1257.0,6.666666666666667
4034,Iļģuciems,Vaidelotes 25,2,42.0,1/5,Hrušč.,300.0,56.9671925,24.047977721181624,1092.0,7.142857142857143
4035,Bolderāja,Gobas 24,2,54.0,5/5,103.,220.0,57.0286242,24.05645531815896,1849.0,4.074074074074074
4056,Vecmīlgrāvis,Dombrovska 45,1,33.0,1/9,602.,240.0,57.03471075,24.100380867994417,1921.0,7.2727272727272725
4064,Āgenskalns,Struteles 4,1,20.0,1/1,P. kara,350.0,56.93887985,24.06307112293724,717.0,17.5
4067,Purvciems,Kastrānes 1/2,2,20.0,2/5,Renov.,235.0,56.9659974,24.1766569,1117.0,11.75
4077,Jugla,Veldres 9,2,45.0,2/5,LT proj.,300.0,56.9752097,24.2458483139546,1194.0,6.666666666666667
4086,centrs,Rūpniecības 42,1,24.0,1/3,Renov.,340.0,56.96616395,24.105099927247505,1103.0,14.166666666666666
4087,centrs,Rūpniecības 42,1,34.0,1/3,Renov.,390.0,56.96616395,24.105099927247505,1103.0,11.470588235294118
4102,centrs,Antonijas 16,2,63.0,2/6,Jaun.,860.0,56.95921875,24.11332138314208,979.0,13.65079365079365
4109,centrs,Miera 103,3,56.0,5/5,Jaun.,750.0,56.959904,24.1290166,982.0,13.392857142857142
4116,Mežaparks,Ķempes 1,3,71.0,7/12,Specpr.,545.0,56.9943756,24.164389582752904,1430.0,7.676056338028169
4122,Sarkandaugava,Patversmes 30/2,2,60.0,4/4,Staļina,500.0,56.990941,24.1329725,1424.0,8.333333333333334
4126,centrs,Antonijas 17a,4,119.0,1/6,Jaun.,3150.0,56.9600615,24.11173708615137,978.0,26.470588235294116
4127,centrs,Barona 76,3,77.0,5/6,Renov.,820.0,56.9565303,24.1322527,982.0,10.64935064935065
4138,Čiekurkalns,Čiekurkalna 2. l. 51A,2,35.0,2/2,Renov.,450.0,56.9834267,24.1658176,1304.0,12.857142857142858
4205,Sarkandaugava,Ozolu 5,1,36.0,5/5,M. ģim.,220.0,56.9866895,24.136366430006863,1361.0,6.111111111111111
4213,centrs,Skanstes 29,3,96.0,21/23,Jaun.,1400.0,56.9627217,24.1133633,1042.0,14.583333333333334
4214,Purvciems,Dzelzavas 110,3,61.0,6/7,Jaun.,670.0,56.9527757,24.2139989,936.0,10.98360655737705
4216,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,18/30,Jaun.,750.0,56.9348241,24.0428561,650.0,8.333333333333334
4225,Dārzciems,Kaķu 4,4,89.0,2/4,Jaun.,900.0,56.9375945,24.184656004656865,741.0,10.112359550561798
4237,Pļavnieki,Lubānas 61,1,20.0,2/2,Renov.,150.0,56.9411711,24.237357,815.0,7.5
4254,Imanta,Ēnas 7,1,30.0,2/2,Priv. m.,250.0,56.95129855,23.9939596,892.0,8.333333333333334
4266,Teika,Apes 12,2,46.0,2/5,103.,360.0,56.97828955,24.17568002313817,1243.0,7.826086956521739
4272,centrs,Čaka 79,2,48.0,1/4,P. kara,330.0,56.9566209,24.13669,983.0,6.875
4284,centrs,Lāčplēša 16,3,76.0,3/6,P. kara,300.0,56.95556745,24.122441867142857,981.0,3.9473684210526314
4313,Imanta,Anniņmuižas 28,1,38.0,2/17,Specpr.,350.0,56.9605305,24.020171956389166,1023.0,9.210526315789474
4314,centrs,Bruņinieku 115B,1,20.0,4/5,P. kara,150.0,56.961172,24.1229335,1044.0,7.5
4317,Vecmīlgrāvis,Meldru 10,1,18.0,4/4,Hrušč.,200.0,57.0297257,24.100482753894607,1858.0,11.11111111111111
4327,Zolitūde,Imantas 16. l. 7,3,80.0,3/9,119.,400.0,56.943644,24.0069862,768.0,5.0
4343,Jugla,Mārkalnes 5,1,17.0,5/5,Specpr.,220.0,56.992411700000005,24.22864482657527,1443.0,12.941176470588236
4349,Ķengarags,Ķengaraga 10,2,55.0,5/5,Jaun.,500.0,56.9164136,24.16500416715885,485.0,9.090909090909092
4357,Ķengarags,Ikšķiles 3,2,38.0,1/5,Hrušč.,250.0,56.9024773,24.2046967208152,304.0,6.578947368421052
4385,Zolitūde,Lejiņa 5,2,58.0,8/12,119.,420.0,56.94751955,24.01644599942292,833.0,7.241379310344827
4447,Āgenskalns,Alīses 5,3,79.0,4/5,Renov.,800.0,56.9452001,24.06898779128,781.0,10.126582278481013
4448,Sarkandaugava,Sarkandaugavas 26/6,2,44.0,5/5,Hrušč.,170.0,57.0020149,24.1232439,1548.0,3.8636363636363638
4453,Ziepniekkalns,Mālu 10,2,30.0,2/2,Priv. m.,260.0,56.91269735,24.10318725,410.0,8.666666666666666
4465,Vecrīga,Kungu 25,4,198.0,2/5,Renov.,2300.0,56.94581565,24.10930134907595,852.0,11.616161616161616
4471,centrs,Tallinas 66,1,35.0,3/5,103.,300.0,56.95805305,24.14492972799104,985.0,8.571428571428571
4489,centrs,Tērbatas 72,3,56.0,4/7,Jaun.,850.0,56.95828285,24.13295270970784,983.0,15.178571428571429
4490,centrs,Tērbatas 72,2,58.0,4/7,Jaun.,700.0,56.95828285,24.13295270970784,983.0,12.068965517241379
4491,centrs,Tērbatas 72,1,47.0,4/7,Jaun.,600.0,56.95828285,24.13295270970784,983.0,12.76595744680851
4499,centrs,Marijas 8,4,114.0,5/5,P. kara,850.0,56.9496576,24.123469809797296,855.0,7.456140350877193
4503,Zolitūde,Ruses 18,3,81.0,4/9,119.,450.0,56.94620145,24.005060862500017,831.0,5.555555555555555
4510,centrs,Zaubes 5,3,96.0,4/5,P. kara,900.0,56.9630335,24.1225038935685,1044.0,9.375
4520,Šampēteris-Pleskodāle,Stendes 1/3,2,40.0,3/5,Hrušč.,350.0,56.9397069,24.0349581,711.0,8.75
4529,Ķengarags,Maskavas 317,1,37.0,11/12,Specpr.,300.0,56.9086945,24.1843373,363.0,8.108108108108109
4536,centrs,Antonijas 17a,2,54.0,4/6,Jaun.,1000.0,56.9600615,24.11173708615137,978.0,18.51851851851852
4543,Teika,Lielvārdes 37,2,45.0,1/3,Renov.,420.0,56.97297685,24.1907441,1183.0,9.333333333333334
4545,Purvciems,Ilūkstes 38,2,57.0,4/9,119.,300.0,56.9493874,24.1970802,869.0,5.2631578947368425
4546,Teika,Ūnijas 51,5,115.0,1/2,Jaun.,1200.0,56.96688395,24.17437674720765,1117.0,10.434782608695652
4550,Daugavgrīva,Lēpju 5,3,55.0,4/5,Hrušč.,360.0,57.04141605,24.02750469605328,2033.0,6.545454545454546
4558,centrs,Valdemāra 145,1,15.0,1/6,Hrušč.,170.0,56.9565184,24.1138584,979.0,11.333333333333334
4560,Vecrīga,Pils 9,1,42.0,5/5,P. kara,455.0,56.95009995,24.10217903884851,850.0,10.833333333333334
4561,Bieriņi,Zemītes 1,3,96.0,1/2,Priv. m.,1200.0,56.9228037,24.0668699,528.0,12.5
4569,Mežaparks,Ezermalas 4a,3,56.0,5/5,Renov.,440.0,56.9984019,24.1707634,1494.0,7.857142857142857
4579,centrs,Elizabetes 29B,3,86.0,3/4,P. kara,900.0,56.958696,24.109134579725165,978.0,10.465116279069768
4585,centrs,Miera 105,2,45.0,1/6,Renov.,450.0,56.959904,24.1290166,982.0,10.0
4589,Mežaparks,Ezermalas 13,2,96.0,4/5,Jaun.,730.0,56.99733515,24.1704467,1494.0,7.604166666666667
4606,centrs,Alberta 1,2,75.0,2/6,P. kara,200.0,56.9585574,24.1113257,978.0,2.6666666666666665
4613,Vecmīlgrāvis,Skuju 29,3,57.0,4/4,Staļina,470.0,57.03518385,24.10842645827041,1923.0,8.24561403508772
4615,centrs,Barona 17,3,110.0,2/5,P. kara,1190.0,56.9523529,24.1232494,918.0,10.818181818181818
4622,centrs,Alunāna 6,2,61.0,3/4,P. kara,550.0,56.956864,24.1117392,978.0,9.01639344262295
4637,Imanta,Anniņmuižas 70,1,35.0,9/9,602.,350.0,56.9573992,24.0237329,961.0,10.0
4639,centrs,Maiznīcas 3,2,50.0,1/2,Renov.,600.0,56.9609771,24.12904334010376,1045.0,12.0
4644,centrs,Stabu 62,5,100.0,2/5,P. kara,870.0,56.9528546,24.1352223,920.0,8.7
4651,centrs,Eksporta 8,4,260.0,2/2,Jaun.,3000.0,56.9541719,24.0974382,913.0,11.538461538461538
4652,Zolitūde,Ruses 9,3,72.0,9/9,119.,400.0,56.9473522,24.0057465,831.0,5.555555555555555
4672,centrs,Valdemāra 27,2,39.0,2/6,Renov.,550.0,56.957675,24.1154674,979.0,14.102564102564102
4679,centrs,Valdemāra 27,3,66.0,3/6,Renov.,790.0,56.957675,24.1154674,979.0,11.969696969696969
4687,Purvciems,Madonas 21,2,60.0,10/16,Specpr.,290.0,56.96107275,24.17095887799285,1053.0,4.833333333333333
4697,Āgenskalns,Slokas 12a,2,51.0,4/6,P. kara,340.0,56.9452464,24.075064722474764,782.0,6.666666666666667
4704,Purvciems,Stirnu 40B,3,62.0,5/6,Jaun.,615.0,56.9618665,24.192625,1058.0,9.919354838709678
4707,Āgenskalns,Nometņu 60,2,32.0,1/2,Specpr.,430.0,56.9370295,24.0714857,718.0,13.4375
4722,centrs,Stabu 80,4,90.0,4/4,P. kara,900.0,56.9599606,24.1209763,980.0,10.0
4727,Bolderāja,Gaigalas 13,1,27.0,2/2,P. kara,270.0,57.0314156,24.0448641,1910.0,10.0
4743,centrs,Valdemāra 76,4,100.0,2/10,Specpr.,800.0,56.96885245,24.13257603943002,1109.0,8.0
4763,Purvciems,Lielvārdes 105,1,50.0,9/12,104.,320.0,56.9598589,24.1974944,996.0,6.4
4783,Ķengarags,Prūšu 42,2,43.0,4/4,Hrušč.,270.0,56.90991145,24.194353321605504,365.0,6.27906976744186
4793,Āgenskalns,Liepājas 36,2,67.0,3/3,Staļina,500.0,56.930957,24.0692848,655.0,7.462686567164179
4794,Āgenskalns,Raņķa d. 34,3,88.0,17/24,Jaun.,2400.0,56.9450949,24.0837011,784.0,27.272727272727273
4795,Āgenskalns,Kristapa 26,2,47.0,2/5,Hrušč.,350.0,56.94560915,24.068014401385486,844.0,7.446808510638298
4798,Vecāķi,Kūduma 2,3,75.0,1/1,Priv. m.,800.0,57.0734773,24.101915,2425.0,10.666666666666666
4801,centrs,Ganu 4,2,50.0,1/6,Renov.,800.0,56.9614264,24.1091815,1041.0,16.0
4811,centrs,Kalniņa 1,1,25.0,2/5,Renov.,650.0,56.949246,24.120821916159187,854.0,26.0
4813,centrs,Barona 14,1,22.0,4/5,Renov.,550.0,56.95062615,24.1211541446892,917.0,25.0
4814,Ķengarags,Maskavas 268,3,57.0,2/5,Hrušč.,370.0,56.90549305,24.18688131314538,300.0,6.491228070175438
4821,Vecmīlgrāvis,Melīdas 4,1,28.0,3/5,LT proj.,220.0,57.0296081,24.106499050000007,1859.0,7.857142857142857
4824,centrs,Bruņinieku 75d,2,40.0,1/6,P. kara,340.0,56.9527418,24.138830707822592,921.0,8.5
4825,Teika,Brīvības 233,2,47.0,3/3,P. kara,440.0,56.9769038,24.17682988289808,1243.0,9.361702127659575
4845,Teika,Brīvības 215,1,25.0,2/4,Renov.,500.0,56.975238,24.172448948187675,1180.0,20.0
4856,Pļavnieki,Salnas 2,1,32.0,3/9,602.,180.0,56.94312,24.217667771238897,811.0,5.625
4874,centrs,Baznīcas 7,1,12.0,6/6,P. kara,250.0,56.9557916,24.117568,980.0,20.833333333333332
4891,Teika,Aizkraukles 12A,3,75.0,1/5,Jaun.,835.0,56.9753941,24.184587978876536,1182.0,11.133333333333333
4898,Purvciems,Nīcgales 47,3,63.0,2/5,Specpr.,380.0,56.9534578,24.1747956,928.0,6.031746031746032
4902,Teika,Bērzpils 7,1,13.0,1/5,Hrušč.,220.0,56.9792925,24.1737087,1243.0,16.923076923076923
4908,centrs,Stabu 13,4,140.0,1/5,Renov.,2700.0,56.95913175,24.1232074599656,981.0,19.285714285714285
4911,Mežaparks,Inčukalna 2,3,75.0,4/4,Renov.,1000.0,56.9960407,24.14246281831603,1489.0,13.333333333333334
4916,centrs,Avotu 76,1,23.0,2/2,Renov.,250.0,56.9532872,24.1467287,922.0,10.869565217391305
4928,centrs,Matīsa 137,2,70.0,1/3,P. kara,200.0,56.9564621,24.134618,983.0,2.857142857142857
4929,centrs,Valdemāra 40,1,38.0,3/5,Specpr.,450.0,56.95981215,24.120088918025463,980.0,11.842105263157896
4930,Ziepniekkalns,Dignājas 3A,2,62.0,4/6,Jaun.,490.0,56.91281480000001,24.12029034592851,413.0,7.903225806451613
4933,Iļģuciems,Lilijas 18,1,50.0,3/3,P. kara,280.0,56.9649868,24.0634798,1032.0,5.6
4934,Sarkandaugava,Duntes 48,1,29.0,5/2,P. kara,200.0,56.99189845,24.1276669239564,1423.0,6.896551724137931
4935,Purvciems,Purvciema 53,1,45.0,4/9,Specpr.,450.0,56.9543059,24.17911070525553,929.0,10.0
4936,Ķengarags,Aviācijas 1,2,40.0,5/5,LT proj.,450.0,56.90629205,24.19465442699316,365.0,11.25
4941,Vecrīga,Kungu 8,2,74.0,5/5,Renov.,540.0,56.9460521,24.1096304,852.0,7.297297297297297
4945,Sarkandaugava,Sarkandaugavas 9,1,29.0,1/2,P. kara,120.0,56.99835125,24.123049687788665,1485.0,4.137931034482759
4947,centrs,Strēlnieku 2A,5,178.0,2/6,P. kara,1200.0,56.95879445,24.10691474188262,977.0,6.741573033707865
4952,Jugla,Juglas 17,2,40.0,2/2,P. kara,330.0,56.9703752,24.2725858,,8.25
4958,centrs,Čaka 59,1,14.0,2/5,Specpr.,300.0,56.9553389,24.1342842,920.0,21.428571428571427
4964,Purvciems,Dzelzavas 76/3,2,47.0,9/9,602.,350.0,56.9641969,24.1678087,1053.0,7.446808510638298
4966,centrs,Rūpniecības 11,3,79.0,2/6,Renov.,1200.0,56.9608302,24.1030076,1040.0,15.189873417721518
4977,Āgenskalns,Mārupes 21,2,54.0,4/5,Specpr.,400.0,56.93028835,24.07364179370886,593.0,7.407407407407407
4979,Purvciems,Ūnijas 70,2,38.0,5/5,LT proj.,350.0,56.96220485,24.18099579048994,1055.0,9.210526315789474
4982,centrs,Rūpniecības 34А,4,146.0,3/6,Jaun.,1200.0,56.9659754,24.1046278,1103.0,8.219178082191782
5004,centrs,Čaka 91,1,10.0,3/4,P. kara,140.0,56.9571809,24.1377621,984.0,14.0
5011,centrs,Tallinas 33,1,31.0,1/5,P. kara,280.0,56.9627049,24.138035,1047.0,9.03225806451613
5013,Pļavnieki,Kupriču 1A,2,54.0,3/5,Jaun.,630.0,56.9384345,24.224634955726607,749.0,11.666666666666666
5033,Imanta,Kurzemes pr. 72,1,20.0,5/5,602.,220.0,56.9546419,24.0347495,900.0,11.0
