district,address,room_count,area,floors,house_type,price,latitude,longitude
Mežaparks,Inčukalna 2,4,95,3/5,Renov.,"215,000  €",56.9960407,24.14246281831603
centrs,Zaķu 4,2,31,1/2,P. kara,245  €/mēn.,,
centrs,Lāčplēša 43/45,2,55,3/6,P. kara,500  €/mēn.,56.9528912,24.12876676327121
centrs,Stabu 29,3,84,3/5,P. kara,"195,000  €",56.9563842,24.12869599714608
centrs,Bruņinieku 115B,1,45,3/5,Renov.,180  €/mēn.,56.961172,24.1229335
Pļavnieki,Salnas 13,4,77,3/9,602.,"80,000  €",56.94271705,24.22601067522769
Imanta,Jūrmalas g. 93/2,2,50,8/9,602.,320  €/mēn.,,
centrs,Laboratorijas 11,1,10,3/4,P. kara,240  €/mēn.,,
Ziepniekkalns,Skaistkalnes 17,3,55,3/5,Jaun.,550  €/mēn.,56.9148436,24.101803762989245
Imanta,Bolderājas 12,1,25,2/2,P. kara,"15,000  €",56.96516385,24.04418755
Mežaparks,Inčukalna 2,2,47,3/5,Renov.,"112,000  €",56.9960407,24.14246281831603
centrs,Šarlotes 5,3,82,5/5,P. kara,"180,000  €",56.9639655,24.12821884648572
Teika,Ropažu 16a,2,44,1/5,Jaun.,650  €/mēn.,56.97715395,24.168983121710685
Mežaparks,Inčukalna 2,3,64,3/5,Renov.,"156,000  €",56.9960407,24.14246281831603
Krasta r-ns,Zilupes 31,2,49,6/9,467.,"43,000  €",,
centrs,Pumpura 5,3,150,1/6,P. kara,"190,000  €",56.9563679,24.1103724
centrs,Rūdolfa 1,1,28,3/6,P. kara,"45,000  €",,
Sarkandaugava,Sarkandaugavas 26k6,2,40,4/5,Hrušč.,"45,000  €",57.001205600000006,24.12526725915088
Imanta,Anniņmuižas 13,5,183,11/12,Jaun.,"1,100  €/mēn.",56.9573992,24.0237329
Purvciems,Ieriķu 50,3,74,1/3,Staļina,"119,000  €",56.96568885000001,24.1810424
Vecmīlgrāvis,Rīnūžu 11,3,69,3/5,Specpr.,"75,000  €",57.037869400000005,24.08963388799669
Āgenskalns,Baldones 10,2,56,1/2,P. kara,"34,900  €",56.94868905,24.06351474408036
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"55,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"55,000  €",51.77014725,-1.2649910410071945
Purvciems,Vaidavas 9,2,38,3/5,LT proj.,"55,000  €",56.9618126,24.177521935658103
Vecmīlgrāvis,Vecmīlgrāvja 9/2,1,30,4/4,Hrušč.,"27,900  €",57.0293584,24.1080912
Zolitūde,Anniņmuižas 13,4,183,11/12,Jaun.,"299,900  €",56.945679600000005,24.014674601552507
Zolitūde,Anniņmuižas 13,5,183,11/12,Jaun.,"1,100  €/mēn.",56.945679600000005,24.014674601552507
centrs,Pulkv. Brieža 6,3,95,2/5,Renov.,600  €/mēn.,,
Vecmīlgrāvis,Meldru 14,3,55,5/5,LT proj.,"37,000  €",57.0309342,24.098328214273664
Imanta,Anniņmuižas 13,5,183,11/12,Jaun.,"299,900  €",56.9573992,24.0237329
Pļavnieki,Saharova 8,3,72,2/9,Jaun.,60  €/dienā,56.9342845,24.203376222222225
Mežaparks,Ķempes 2,2,40,4/12,Jaun.,"119,000  €",56.99350885,24.1648516002803
Mežaparks,Ķempes 2,4,77,5/12,Jaun.,"217,900  €",56.99350885,24.1648516002803
Ķengarags,Maskavas 250,2,39,2/5,LT proj.,350  €/mēn.,56.9184658,24.17248013013156
centrs,Bruņinieku 115A,1,20,2/5,Renov.,150  €/mēn.,56.961172,24.1229335
centrs,Miera 101,1,46,2/5,P. kara,320  €/mēn.,56.9698441,23.1473802
centrs,Jeruzalemes 1,3,110,5/6,Jaun.,"1,500  €/mēn.",56.95751385,24.11291667501842
Imanta,Kurzemes pr. 86,2,51,5/9,602.,"47,900  €",,
Vecmīlgrāvis,Emmas 10,3,65,1/3,Staļina,"47,900  €",57.0289807,24.1100786
centrs,Katrīnas d. 22,2,50,2/4,Staļina,"90,000  €",57.3961035,21.5695761
Sarkandaugava,Hāpsalas 12,1,24,3/3,Renov.,220  €/mēn.,57.0001777,24.1220278
centrs,Bruņinieku 115,2,38,1/4,Renov.,325  €/mēn.,56.961172,24.1229335
Mežciems,Eizenšteina 45,3,63,6/9,602.,"57,000  €",56.9658403,24.23534503926509
Jugla,Brīvības 399,2,42,5/5,Hrušč.,"33,500  €",56.9884006,24.22876300952981
Pļavnieki,Jasmuižas 7,1,36,2/9,602.,"47,650  €",56.93721775,24.210225601936564
Zasulauks,Rododendru 5,2,49,5/5,Specpr.,"64,000  €",56.9476119,24.05027389578908
Āgenskalns,Elvīras 12,2,48,2/5,Specpr.,380  €/mēn.,,
Mežaparks,Ķempes 4,2,66,8/12,Jaun.,"145,000  €",56.9943642,24.166126688574955
Maskavas priekšpilsēta,Daugavpils 48B,1,19,1/1,P. kara,20  €/dienā,,
centrs,Lenču 2,2,57,6/6,P. kara,450  €/mēn.,56.9616145,24.1100341
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,119.,"69,500  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,119.,"69,500  €",51.77014725,-1.2649910410071945
Purvciems,Nīcgales 31,2,58,1/9,119.,"69,500  €",56.95257545,24.17545386562859
centrs,Mednieku 7,3,83,2/4,Renov.,"300,000  €",56.96047705,24.107971611374047
Jugla,Auduma 35,3,58,3/5,Hrušč.,"48,000  €",56.9921929,24.23836617491188
Ķengarags,Maskavas 250,2,39,2/5,LT proj.,"46,000  €",56.9184658,24.17248013013156
centrs,Maskavas 39,1,31,2/6,Renov.,280  €/mēn.,57.4025243,21.5704533
Imanta,Anniņmuižas 11,4,127,1/2,Jaun.,"325,000  €",56.9565765,24.02318336703034
centrs,Baznīcas 45,3,77,4/5,P. kara,800  €/mēn.,56.9599931,24.1244665
centrs,Vagonu 22,1,27,2/5,Renov.,45  €/dienā,,
Mangaļi,Ezera 19,1,30,2/2,P. kara,"22,300  €",,
centrs,Stabu 46,3,83,4/6,P. kara,810  €/mēn.,56.9543322,24.1313043698515
Teika,Vidrižu 4,1,44,8/9,Čehu pr.,300  €/mēn.,56.9788671,24.1774824079002
Berģi,Kaktusu 6,3,77,1/2,Renov.,"168,900  €",56.99581795,24.270274860747463
Ziepniekkalns,Valdeķu 50/2,2,51,4/9,602.,"59,000  €",56.8985515,24.0920612
Ziepniekkalns,Vaiņodes 24А,2,47,3/5,LT proj.,"36,500  €",56.91468355,24.091679880175576
Torņakalns,Vienības g. 70A,1,22,2/2,P. kara,300  €/mēn.,,
Iļģuciems,Daugavgrīvas 132,2,58,3/5,Staļina,300  €/mēn.,56.96895055,24.07125109079925
Ziepniekkalns,Bauskas 149,2,50,1/3,Staļina,250  €/mēn.,56.9137741,24.1192507
Bolderāja,Tekstilnieku 16,1,29,1/2,P. kara,"5,000  €",57.0307978,24.0421227
Imanta,Jūrmalas g. 93/1,2,49,5/5,LT proj.,"62,000  €",56.9521893,24.0276937
Dzegužkalns,Daugavgrīvas 88,2,56,1/2,P. kara,280  €/mēn.,,
Āgenskalns,Jūrmalas g. 9,3,66,3/5,LT proj.,"63,800  €",,
Čiekurkalns,Rusova 7,2,36,6/6,Jaun.,"92,160  €",56.98931435,24.16967683158608
Pļavnieki,Rudens 6,3,63,6/9,602.,"63,000  €",56.9373471,24.19741087309322
centrs,Pļavas 4,4,74,3/3,Renov.,"162,500  €",57.3858395,21.56428637359035
Ziepniekkalns,Ziepju 9,2,46,5/5,103.,"55,000  €",56.91472705,24.10920922763967
Jugla,Silciema 15 K2,3,58,5/5,Hrušč.,"46,000  €",56.9852872,24.240682955184717
Teika,Ropažu 17,1,29,1/3,Renov.,350  €/mēn.,56.97693595,24.171783011498825
Pļavnieki,Zebiekstes 5,3,75,1/12,104.,"58,500  €",,
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,602.,"68,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,602.,"68,000  €",51.77014725,-1.2649910410071945
Mežciems,Eizenšteina 35,4,77,4/9,602.,"68,000  €",56.9678443,24.234022900000006
Jugla,Vangažu 11,1,37,2/12,Specpr.,"33,500  €",56.9871472,24.22863905462379
Klīversala,Raņķa d. 7,2,43,4/5,Hrušč.,400  €/mēn.,,
Ķīpsala,Balasta d. 72,3,122,1/4,Specpr.,"395,000  €",56.9476673,24.0873316
centrs,Tallinas 30,3,103,2/5,P. kara,"197,800  €",56.9621313,24.1383736
Vecmīlgrāvis,Meldru 4,2,40,3/5,Hrušč.,180  €/mēn.,57.0278589,24.1029177
Ķengarags,Maskavas 315,1,35,10/12,Čehu pr.,"32,600  €",56.9091346,24.18367779623388
centrs,Čaka 49,3,96,2/6,P. kara,"121,200  €",56.953884,24.131553
Purvciems,Stirnu 49c,3,60,4/5,LT proj.,"52,500  €",56.96356555,24.19111263855323
Vecmīlgrāvis,Meldru 20,3,69,5/5,LT proj.,"42,400  €",57.0320398,24.097046081516662
Maskavas priekšpilsēta,Ludzas 42/1,1,29,1/5,Hrušč.,"33,500  €",,
Imanta,Akāciju 2E,3,55,1/9,Jaun.,"120,000  €",56.9518718,24.004985904603476
Maskavas priekšpilsēta,Kalupes 15,1,36,3/5,P. kara,"52,000  €",,
Bolderāja,Gobas 20,2,53,7/9,Specpr.,"47,000  €",57.02970625,24.052924730523323
Krasta r-ns,Krasta 86,5,165,4/11,Jaun.,"159,000  €",,
Mangaļi,Lēdurgas 16,3,105,1/4,Hrušč.,"125,500  €",,
Teika,Āraišu 36,3,78,3/7,Jaun.,650  €/mēn.,56.97270485,24.172189301531827
Grīziņkalns,Sapieru 3b,1,31,6/4,Renov.,"57,900  €",56.9628991,24.15240320126912
centrs,Alauksta 2,2,45,2/5,103.,320  €/mēn.,,
Purvciems,Varavīksnes g. 10,3,63,9/9,602.,"79,500  €",56.9521953,24.2048373
Āgenskalns,Raņķa d. 34,3,93,6/24,Jaun.,"1,200  €/mēn.",56.9450949,24.0837011
centrs,Blaumaņa 9,2,51,1/6,Renov.,"97,800  €",56.9539256,24.1237609
centrs,Blaumaņa 9,3,68,1/6,Renov.,"128,000  €",56.9539256,24.1237609
Ķengarags,Maskavas 250,2,42,4/5,Hrušč.,275  €/mēn.,56.9184658,24.17248013013156
Imanta,Anniņmuižas 88,1,33,2/9,467.,300  €/mēn.,56.95415845,24.00718707797556
Imanta,Tālavas g. 9,1,30,3/5,LT proj.,180  €/mēn.,56.9559168,24.0005253
Ķengarags,Glūdas 8,3,61,5/5,LT proj.,"56,000  €",56.912411500000005,24.174237413044736
centrs,Ģertrūdes 65/3,3,52,1/6,Jaun.,"104,500  €",56.9582121,24.1213972
centrs,Ģertrūdes 65,3,66,2/6,Jaun.,"147,000  €",56.95197795,24.13272437408949
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,602.,45  €/dienā,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,602.,45  €/dienā,51.77014725,-1.2649910410071945
Pļavnieki,Dzeņu 1,2,50,5/9,602.,45  €/dienā,56.9408074,24.2087805127632
Imanta,Jūrmalas g. 93 k-2,3,62,5/9,602.,"51,900  €",,
Vecrīga,Pils 9,3,66,2/4,P. kara,450  €/mēn.,56.95009995,24.10217903884851
Purvciems,Vaidavas 9,2,36,1/5,LT proj.,"40,000  €",56.9618126,24.177521935658103
Vecmīlgrāvis,Emmas 28,2,33,3/4,Specpr.,"42,000  €",57.03179875,24.116664434629
centrs,Hospitāļu 15,2,41,5/5,P. kara,"67,000  €",,
Āgenskalns,Raņķa d. 31,2,42,1/4,Renov.,"67,570  €",56.9450949,24.0837011
Āgenskalns,Raņķa d. 31,3,82,3/4,Renov.,"127,751  €",56.9450949,24.0837011
Torņakalns,Mūkusalas 56,2,38,2/3,Renov.,"89,999  €",56.929729050000006,24.10660654195345
Purvciems,Dzelzavas 23,1,36,1/9,602.,"28,500  €",56.9600366,24.1767341
Teika,Brīvības 236,3,62,4/5,Staļina,"93,000  €",56.9738101,24.170066589282133
Ķengarags,Ikšķiles 3,2,47,2/5,Specpr.,"49,000  €",56.9024773,24.2046967208152
Ķengarags,Prūšu 4,2,40,1/5,Jaun.,400  €/mēn.,56.9146815,24.18146133464188
centrs,Klusā 18,1,25,9/9,Renov.,25  €/dienā,,
Imanta,Anniņmuižas 52,4,74,4/9,602.,"72,000  €",56.9588832,24.0094158
Mežciems,Biķernieku 220,2,46,5/5,103.,"43,000  €",56.9599931,24.2286894
centrs,Gogoļa 10,3,109,5/5,P. kara,"170,000  €",56.9464023,24.118269
centrs,Maskavas 48A,3,66,6/6,Renov.,"169,000  €",57.4025243,21.5704533
centrs,Republikas laukums 3,3,65,3/6,Jaun.,650  €/mēn.,56.9555576,24.0996114
Āgenskalns,Talsu 30,3,70,1/3,P. kara,500  €/mēn.,56.93797205,24.068016952798708
centrs,Pulkv. Brieža 35,3,121,3/7,Jaun.,"1,200  €/mēn.",,
centrs,Pērnavas 45,2,60,3/5,Specpr.,"108,000  €",,
Iļģuciems,Grīvas 7,1,31,5/5,Hrušč.,"25,800  €",56.96556725000001,24.050677722237914
centrs,Maskavas 42,2,47,1/5,Renov.,380  €/mēn.,57.4025243,21.5704533
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
centrs,Elizabetes 21A,3,80,4/5,Renov.,"1,650  €/mēn.",56.9586159,24.106666551239307
centrs,Republikas laukums 3,4,162,3/6,Jaun.,"370,000  €",56.9555576,24.0996114
Vecmīlgrāvis,Meldru 22,1,29,5/5,LT proj.,"27,000  €",57.03231205,24.096398449999995
Mežciems,Hipokrāta 24,2,35,1/5,Jaun.,"86,900  €",56.96045145,24.24015598929696
centrs,Ganību d. 13,1,21,4/6,Jaun.,"29,800  €",57.3897477,21.5627776
Berģi,Jumiķu 6,2,41,1/3,Hrušč.,"36,000  €",56.99820205,24.278326427973568
Iļģuciems,Reņģes 2b,2,57,5/5,LT proj.,"42,000  €",56.96604805,24.062057815336285
Purvciems,Vaidavas 6 k-3,5,145,1/6,Jaun.,"280,000  €",56.96393545,24.172963875637706
centrs,Visvalža 3b,2,46,1/5,P. kara,"59,900  €",,
Ziepniekkalns,Dignājas 3A,2,48,2/6,Jaun.,"99,000  €",56.91281480000001,24.12029034592851
Maskavas priekšpilsēta,Maskavas 150,2,40,1/3,P. kara,430  €/mēn.,,
Iļģuciems,Saulgožu 17,2,43,2/5,Hrušč.,"44,500  €",56.96598675,24.048036982460157
Vecdaugava,Airu 42,2,58,2/2,Specpr.,"48,900  €",57.05275485,24.102571780462004
Āgenskalns,Ļermontova 4,4,83,1/3,Renov.,"209,500  €",56.94079885,24.071574446716056
Zolitūde,Endzelīna 5,2,60,5/9,119.,"67,900  €",56.94624395,24.024640415597887
Āgenskalns,Valentīna 16/2,1,35,3/4,Jaun.,"80,000  €",,
Iļģuciems,Daugavgrīvas 132,2,51,4/4,Staļina,300  €/mēn.,56.96895055,24.07125109079925
Āgenskalns,Kalnciema 9A,5,398,9/10,Jaun.,"500,000  €",56.94607165,24.077743603989468
centrs,Brīvības 132,Citi,250,1/4,Specpr.,"137,500  €",56.9631314,24.1377744
centrs,J. Daliņa 8,5,410,23/24,Jaun.,"1,300,000  €",,
Ķengarags,Lokomotīves 52,2,52,8/12,Čehu pr.,"67,000  €",56.9081303,24.20186153910369
Purvciems,Astras 8,1,40,2/24,Jaun.,"89,000  €",56.952452,24.188248
Āgenskalns,Valguma 20,3,66,3/4,Staļina,"130,000  €",56.942365,24.0921715
centrs,Barona 6,2,49,3/6,Renov.,"176,400  €",56.9499451,24.119208171864305
Zolitūde,Anniņmuižas 20,5,230,5/5,Jaun.,"279,000  €",56.94280435,24.017229193873447
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,700  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,700  €/mēn.,51.77014725,-1.2649910410071945
centrs,Blaumaņa 12,2,44,2/6,Renov.,700  €/mēn.,56.9594823,24.1085076
centrs,Stabu 57B,2,61,2/5,P. kara,"87,000  €",56.9538663,24.1349781
centrs,Antonijas 26,3,58,2/6,Renov.,"210,000  €",56.96039375,24.11519144796677
centrs,Elizabetes 21a,2,50,3/5,Renov.,"195,000  €",56.9586159,24.106666551239307
Vecmīlgrāvis,Kalngales 9,2,35,2/9,602.,"29,500  €",57.03936795,24.10128568391652
Vecmīlgrāvis,Kalngales 9,1,35,2/9,602.,"29,500  €",57.03936795,24.10128568391652
centrs,Brīvības 150,4,104,3/6,P. kara,"129,000  €",56.9537963,24.117328
Vecmīlgrāvis,Ziemeļblāzmas 51,2,50,6/9,602.,"35,000  €",57.037555,24.096724259386583
Jugla,Veldres 1,2,47,4/5,Hrušč.,180  €/mēn.,56.97893865,24.24650535178751
Imanta,Anniņmuižas 43,4,139,19/24,Jaun.,"248,000  €",56.9589929,24.01397786996067
Teika,Struktoru 5,3,60,3/3,P. kara,"84,140  €",56.97341895,24.17352089939652
Sarkandaugava,Viestura pr. 19,2,48,1/3,Hrušč.,"54,000  €",,
Teika,Struktoru 5,2,47,3/3,P. kara,"76,320  €",56.97341895,24.17352089939652
Zolitūde,Lejiņa 14,2,58,3/9,119.,"50,000  €",56.9477099,24.020330268724678
Imanta,Dammes 4,1,32,4/9,602.,200  €/mēn.,56.96173755,24.01580305572784
Vecrīga,13. janvāra 21,2,59,2/7,Jaun.,700  €/mēn.,56.9453293,24.1118457
centrs,Eksporta 14,2,55,4/5,Staļina,"109,000  €",56.9593516,24.0983542
centrs,Republikas laukums 3,2,60,3/6,Jaun.,750  €/mēn.,56.9555576,24.0996114
Jugla,Juglas 35,2,47,4/5,LT proj.,320  €/mēn.,56.9808588,24.252113700339248
Mežciems,Mežciema 220,2,54,4/5,103.,"36,000  €",56.9715178,24.2309022
Teika,Ropažu 75,2,42,1/2,Jaun.,"102,000  €",56.98233475,24.18844035
Teika,Ropažu 75,2,43,2/2,Renov.,"102,200  €",56.98233475,24.18844035
Teika,Ropažu 75,2,41,2/2,Renov.,"96,700  €",56.98233475,24.18844035
centrs,Lāčplēša 1,3,79,3/5,Specpr.,"75,900  €",56.958442,24.1178429
Maskavas priekšpilsēta,Krāslavas 1,3,79,3/5,Specpr.,"75,900  €",,
Imanta,M. Krūmu 28,2,56,1/4,Jaun.,40  €/dienā,,
Purvciems,Madonas 23,3,85,17/18,Specpr.,"95,000  €",56.9611283,24.171955631006007
Sarkandaugava,Sarkandaugavas 26 k-9,1,38,4/5,Hrušč.,"27,000  €",57.0021488,24.1248028
centrs,Skolas 25,3,68,2/6,P. kara,400  €/mēn.,56.9592318,24.1210278
Imanta,Anniņmuižas 43,3,170,22/23,Jaun.,"235,000  €",56.9589929,24.01397786996067
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,103.,"33,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,103.,"33,000  €",51.77014725,-1.2649910410071945
Āgenskalns,Kandavas 12,1,33,4/5,103.,"33,000  €",,
centrs,Marijas 16,5,185,1/7,P. kara,"323,000  €",56.9505796,24.1255938
centrs,Avotu 53/55,2,49,1/5,P. kara,"65,000  €",56.9647377,23.1550558
Šampēteris-Pleskodāle,Lielirbes 11,2,68,15/24,Jaun.,500  €/mēn.,56.9348241,24.0428561
centrs,Blaumaņa 26,4,84,3/6,P. kara,"159,000  €",56.95306445,24.123742773766427
centrs,Alunāna 9,4,118,1/4,Renov.,"239,000  €",56.95710029999999,24.111465037335627
Āgenskalns,Kuģu 22,1,31,1/4,Hrušč.,250  €/mēn.,56.9425517,24.09488757477299
Āgenskalns,Kuģu 28,4,147,7/4,Jaun.,"558,000  €",56.94643535,24.091265266516764
Dārzciems,Dārzciema 58,1,35,1/5,LT proj.,200  €/mēn.,56.9405385,24.1814361
Dārzciems,Zeltiņu 58,2,35,1/5,LT proj.,200  €/mēn.,56.9459879,24.17708565
Imanta,Jūrmalas g. 46,4,60,1/2,P. kara,"82,000  €",56.9529998,24.0165749
Āgenskalns,Mārupes 5,2,49,4/4,P. kara,250  €/mēn.,56.9346187,24.070884861517516
Ziepniekkalns,Bauskas 201,1,36,2/9,602.,"41,900  €",56.9137741,24.1192507
Sarkandaugava,Lāpstu 15,1,34,4/5,103.,160  €/mēn.,57.0018274,24.122594183337768
centrs,Tērbatas 20,2,46,1/6,P. kara,220  €/mēn.,56.9540762,24.1222464
Klīversala,Kuģu 28,4,179,4/7,Jaun.,"690,000  €",,
Zolitūde,Vecaines 1,2,41,1/2,Priv. m.,"51,000  €",56.93766075,24.01687165514751
Pļavnieki,Ilūkstes 4,1,46,5/9,M. ģim.,"40,000  €",56.93391825,24.196113058652745
Āgenskalns,Kuģu 28,4,133,3/7,Jaun.,"485,000  €",56.94643535,24.091265266516764
Klīversala,Kuģu 28,4,149,6/7,Jaun.,"598,000  €",,
Pļavnieki,Dzeņu 7,1,39,3/9,Specpr.,250  €/mēn.,56.94071785,24.212607670668174
Purvciems,Stirnu 37,2,49,6/9,602.,"47,000  €",56.961607,24.187133502182625
Ķengarags,Prūšu 42,2,41,4/4,Specpr.,"31,000  €",56.90991145,24.194353321605504
centrs,Baznīcas 26A,1,75,2/6,Renov.,"135,000  €",56.9585108,24.122897820107795
Purvciems,Nīcgales 4,3,61,4/9,602.,"77,500  €",56.95855125,24.175387470071428
Daugavgrīva,Birzes 40,2,47,5/5,103.,"35,800  €",57.0372628,24.02827980616405
Iļģuciems,Buļļu 31A,2,50,5/5,LT proj.,"56,000  €",56.9675863,24.053760017960087
Vecmīlgrāvis,Vijolīšu 6,1,43,1/1,M. ģim.,"26,500  €",57.0350429,24.0944356
Purvciems,Ieriķu 58,1,36,6/9,Specpr.,"50,000  €",56.9655739,24.18301731808966
Teika,Ūnijas 32,1,14,1/2,Specpr.,"16,000  €",56.9668389,24.173283499803148
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"45,600  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"45,600  €",51.77014725,-1.2649910410071945
Ziepniekkalns,Bauskas 49,3,61,5/5,LT proj.,"45,600  €",56.9181754,24.10196501899433
centrs,Stabu 49a,3,67,1/6,Renov.,"86,966  €",56.954615,24.1323044
Imanta,Kurzemes pr. 40,3,68,3/5,LT proj.,"61,200  €",56.9523843,24.0351851
Teika,Ūnijas 32,1,15,1/2,Specpr.,"15,950  €",56.9668389,24.173283499803148
centrs,Dzirnavu 72,3,89,4/5,Renov.,"255,000  €",56.9524078,24.1221386
centrs,Dzirnavu 92,3,80,5/5,Renov.,"149,000  €",56.9504141,24.123458
Imanta,Kleistu 21,2,51,4/9,602.,"44,500  €",56.96457975,24.02416819605095
Teika,Bērzpils 7,2,42,5/5,Hrušč.,320  €/mēn.,56.9792925,24.1737087
Purvciems,Ūnijas 32,1,15,1/2,Specpr.,"15,950  €",56.9625569,24.1815831
Vecrīga,Peldu 24,2,51,4/4,Renov.,"117,000  €",56.9460538,24.1079949
Iļģuciems,Stūres 2,1,18,4/5,M. ģim.,135  €/mēn.,56.9692203,24.069493731814187
centrs,Lāčplēša 43/45,3,54,3/5,P. kara,"82,000  €",56.9528912,24.12876676327121
Mežaparks,Gatartas 6,5,120,2/2,Renov.,"310,000  €",57.00340885,24.1565994
Sarkandaugava,Tvaika 33,2,50,5/5,Specpr.,"46,000  €",57.0153399,24.1236022216443
Maskavas priekšpilsēta,Lomonosova 2,3,83,3/4,Staļina,"110,000  €",,
Dzegužkalns,Daugavgrīvas 70к2,2,37,2/5,Hrušč.,"50,000  €",,
Purvciems,Nīcgales 64,1,22,4/9,Specpr.,"24,000  €",56.9534578,24.1747956
Zolitūde,Ruses 7,2,58,8/9,119.,"61,800  €",56.94783945,24.00435441463155
Ķengarags,Višķu 15,2,43,1/5,Hrušč.,240  €/mēn.,56.90015325,24.211925772526392
Zolitūde,Zolitūdes 46 k-3,4,99,4/9,119.,"96,500  €",56.942983850000005,24.00463645603004
Āgenskalns,Gregora 6,1,29,3/5,LT proj.,"26,400  €",,
Pļavnieki,Rencēnu 40,1,26,3/5,Renov.,300  €/mēn.,,
Purvciems,Dzelzavas 15/1,1,29,3/5,Hrušč.,"32,000  €",56.9622361,24.1716621
Purvciems,Deglava 35,3,64,1/3,P. kara,"64,000  €",56.9518739,24.16862169556274
centrs,Lāčplēša 53,1,26,1/5,Renov.,"69,000  €",56.9523213,24.130212963747603
Bieriņi,Īves 3,2,37,1/3,Renov.,380  €/mēn.,56.9244716,24.074038057186677
Zolitūde,Bieziņa 6,2,57,3/9,119.,"57,000  €",56.9449831,24.022376798959264
Imanta,Rigondas g. 8,3,63,5/9,602.,"65,000  €",56.9648381,24.0191151
centrs,Avotu 11,4,100,6/6,P. kara,650  €/mēn.,57.39375245,21.551819633055334
Iļģuciems,Grīvas 23,3,54,4/5,Hrušč.,"59,900  €",56.9639355,24.0479568
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"87,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"87,000  €",51.77014725,-1.2649910410071945
Maskavas priekšpilsēta,Jersikas 21,3,54,1/4,Renov.,"87,000  €",,
Purvciems,Ūnijas 1,1,28,1/2,P. kara,"29,800  €",56.965116,24.1777133135933
