,district,address,room_count,area,floors,house_type,price,latitude,longitude,quadrant,price_psqm
61,Zolitūde,Ruses 9,2,59.0,6/9,119.,69500.0,56.9473522,24.0057465,831.0,1177.9661016949153
62,centrs,Ģertrūdes 113,2,56.0,1/6,P. kara,91000.0,56.9582121,24.1213972,980.0,1625.0
63,centrs,Bruņinieku 45,4,115.0,3/6,P. kara,268000.0,56.9558551,24.13277968589744,983.0,2330.4347826086955
64,Jaunciems,Jaunciema g. 167,1,19.0,1/2,P. kara,9600.0,57.0473198,24.1756587,2125.0,505.2631578947368
65,Ķengarags,Salaspils 6,3,60.0,2/5,LT proj.,51500.0,56.9224989,24.1797086,551.0,858.3333333333334
66,Iļģuciems,Spilves 39,3,62.0,5/5,LT proj.,48300.0,56.9698075,24.0481658,1092.0,779.0322580645161
67,Iļģuciems,Buļļu 35A,3,54.0,4/5,LT proj.,39900.0,56.96943105,24.050885055079853,1092.0,738.8888888888889
68,Pļavnieki,Jasmuižas 7,1,36.0,2/9,602.,49650.0,56.93721775,24.210225601936564,746.0,1379.1666666666667
69,Pļavnieki,Salnas 1,4,75.0,9/9,467.,75000.0,56.9437576,24.217925052427685,811.0,1000.0
70,Purvciems,Dzelzavas 101,2,50.0,1/5,LT proj.,56500.0,56.95508045,24.205017412541544,934.0,1130.0
71,Vecmīlgrāvis,Kāvu 4,2,51.0,4/5,LT proj.,37000.0,57.0331188,24.1004593277762,1921.0,725.4901960784314
72,Zolitūde,Anniņmuižas 20,5,230.0,5/5,Jaun.,279000.0,56.94280435,24.017229193873447,770.0,1213.0434782608695
73,Ķengarags,Aviācijas 23/1,1,33.0,6/12,Čehu pr.,39000.0,56.9013412,24.2054839,304.0,1181.8181818181818
74,centrs,Elizabetes 9,3,70.0,5/5,Renov.,146000.0,56.9592539,24.100972,976.0,2085.714285714286
75,Teika,Biķernieku 11,4,93.0,3/4,P. kara,179500.0,56.9721296,24.1691892,1179.0,1930.1075268817203
76,Imanta,Kleistu 18,3,54.0,3/5,LT proj.,49500.0,56.9639437,24.0251169448514,1024.0,916.6666666666666
77,Pļavnieki,Jasmuižas 10,3,62.0,2/9,602.,69500.0,56.93629135,24.21097456151544,746.0,1120.967741935484
78,Āgenskalns,Ernestīnes 4A,2,42.0,2/2,Specpr.,46000.0,56.9435901,24.0735055,782.0,1095.2380952380952
79,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,6/30,Jaun.,169000.0,56.9348241,24.0428561,650.0,1877.7777777777778
80,centrs,Tallinas 91,1,24.0,1/3,Renov.,54500.0,56.9557254,24.1503509,986.0,2270.8333333333335
81,centrs,Tallinas 91,3,105.0,1/3,Renov.,245700.0,56.9557254,24.1503509,986.0,2340.0
82,centrs,Tallinas 91,2,36.0,3/3,Renov.,87700.0,56.9557254,24.1503509,986.0,2436.1111111111113
83,centrs,Tallinas 91,3,47.0,2/3,Renov.,111900.0,56.9557254,24.1503509,986.0,2380.851063829787
84,centrs,Tallinas 91,1,20.0,1/3,Renov.,45900.0,56.9557254,24.1503509,986.0,2295.0
85,Āgenskalns,Ļermontova 3,2,51.0,1/2,M. ģim.,74200.0,56.94047275,24.07170967717864,718.0,1454.9019607843138
86,Imanta,Anniņmuižas 38K1,2,118.0,1/18,Jaun.,117000.0,56.961182750000006,24.01721455431201,1022.0,991.5254237288135
87,Vecmīlgrāvis,Dombrovska 7б,3,60.0,2/2,P. kara,28000.0,57.0277911,24.11380012084323,1861.0,466.6666666666667
88,Purvciems,Lielvārdes 103,3,71.0,12/12,104.,69000.0,56.9601372,24.198582939838914,996.0,971.830985915493
89,Iļģuciems,Spilves 35,3,60.0,1/5,LT proj.,42000.0,56.97089835,24.050697839740387,1155.0,700.0
90,Purvciems,Andromedas g. 1,2,49.0,5/5,LT proj.,66500.0,56.9604406,24.1986457,996.0,1357.142857142857
91,Ķengarags,Aglonas 31,2,40.0,1/5,Hrušč.,48000.0,56.9127093,24.184851050467408,426.0,1200.0
92,Ziepniekkalns,Ēbeļmuižas 20,1,36.0,1/9,602.,41000.0,56.90359295,24.099094942910533,283.0,1138.888888888889
93,Pļavnieki,Salnas 21,2,54.0,1/9,Jaun.,83000.0,56.942327,24.23009287799782,813.0,1537.037037037037
94,Zolitūde,Augšzemes 5,3,90.0,2/4,Jaun.,160000.0,56.94414285,24.02350542614048,772.0,1777.7777777777778
95,Imanta,Dammes 33,3,66.0,2/5,LT proj.,66000.0,56.9647216,24.00658904641454,1020.0,1000.0
96,Vecmīlgrāvis,Dombrovska 47,4,78.0,5/9,602.,76500.0,57.0346715,24.09950273233128,1921.0,980.7692307692307
97,Sarkandaugava,Duntes 24,1,25.0,2/2,P. kara,19000.0,56.9843132,24.135995378428355,1298.0,760.0
98,Mežciems,Druvienas 19,3,60.0,2/5,LT proj.,53500.0,56.9721158,24.22913725,1191.0,891.6666666666666
99,Vecrīga,Šķūņu 6,1,42.0,3/4,Renov.,142000.0,56.948731550000005,24.107531942606784,852.0,3380.9523809523807
100,Purvciems,Ainavas 2,2,37.0,1/5,LT proj.,33500.0,56.9640707,24.190404975597417,1057.0,905.4054054054054
101,Mežaparks,Ezermalas 2A,2,50.0,4/12,Čehu pr.,49900.0,56.9984019,24.1707634,1494.0,998.0
102,centrs,Brīvības 103,3,89.0,3/6,P. kara,183000.0,56.9614331,24.1331108,1046.0,2056.179775280899
103,Zolitūde,Lejiņa 16,1,43.0,8/9,119.,49800.0,56.9477553,24.022188344873264,834.0,1158.139534883721
104,Pļavnieki,Salnas 3,1,32.0,1/9,602.,29500.0,56.94361645,24.21888362164634,811.0,921.875
105,Vecmīlgrāvis,Ledus 2,1,35.0,3/9,602.,34500.0,57.03751635,24.09565913111913,1983.0,985.7142857142857
106,Iļģuciems,Dzirciema 57,2,48.0,3/9,467.,43000.0,56.96156055,24.05295580144329,1030.0,895.8333333333334
107,Iļģuciems,Baltā 17,2,50.0,4/5,LT proj.,35000.0,56.9699771,24.0655410145407,1095.0,700.0
108,centrs,Valdemāra 69,2,55.0,1/6,Renov.,99800.0,56.9620417,24.1224439,1044.0,1814.5454545454545
109,Purvciems,Ūnijas 78,1,30.0,2/5,LT proj.,35000.0,56.9600274,24.18377093217135,993.0,1166.6666666666667
110,Purvciems,Mārcienas 6,2,57.0,4/9,119.,57000.0,56.9540573,24.1665288,926.0,1000.0
111,Purvciems,Andromedas g. 5B,1,42.0,2/5,M. ģim.,44500.0,56.9604406,24.1986457,996.0,1059.5238095238096
112,Teika,Biķernieku 24,1,35.0,1/2,P. kara,42000.0,56.9698781,24.183727,1119.0,1200.0
113,Āgenskalns,Ļermontova 3,2,52.0,2/2,Renov.,79500.0,56.94047275,24.07170967717864,718.0,1528.8461538461538
114,centrs,Stabu 77,2,51.0,5/6,P. kara,109000.0,56.95260235,24.137179285051328,920.0,2137.2549019607845
